name,group,value
ally ship,1,25
badminton match,3,20
naseeruddin shah,1,42
mother teresa,1,42
nupur sharma case,1,42
sara ali khan,1,42
janhvi kapoor,4,25.5
family guy,1,19
trekin,1,21
i’m interested,1,18
chess match,1,18
chess competition,1,27
competition 24,1,21
carroms,1,18
"flowers,",1,21
sports life,1,19
wanted,1,20
cofeee,1,22
carram,1,20
draw,4,20.5
flex,1,20
osm,2,22
heya i am just think about it and then go to the doc about the fundraiser for the first time in the new year and i will be in the new year and,1,20
foos,3,19
shadow,3,30.7
deemed univ,1,20
hehehe,1,20
united freedom,1,21
you,3,20
i like to fly,1,20
ak,1,22
mirror writing,1,55
lazy day,3,19.7
harbal nutrition,1,24
kayaking,1,35
i love my life,1,21
sports cricket,1,22
#humanrights,1,21
#treatequally,1,21
speech writing,1,20
oral,1,20
justforfun,1,20
euros2022,1,25
atomic bomb,2,25
hiroshima nagasaki,2,25
santhals,2,25
bombs,2,25
fighter jet,2,25
gaurav,2,25
gautham,2,25
ram,1,25
katas raj,1,25
pushkar,1,25
sati,1,25
party innovation creativity new invention idea,1,25
japanese culture,1,25
durga,1,25
amarkot,1,25
umerkot,1,25
sindh,1,25
mughal,1,25
dasavatar,1,25
vishnu,1,25
bhagwan,1,25
ishwar,1,25
incarnations,1,25
town,1,25
old people,1,25
osaka,1,25
indian air force day,1,25
combat uniform,1,25
digital pattern,1,25
supersonic,1,25
future city,1,25
residence,1,25
tower,1,25
future building,1,25
katakana,1,25
kanji,1,25
hiragana,1,25
carnivores,1,25
anti-terror,1,25
iphone13,1,25
iphone14,1,25
#amar#pujo#,1,56
durgapoja,1,56
#people#beauty#nature#mystery#,1,56
nature#love#serenity,1,56
life#lessons#,2,56
#congo sanju#,2,24
#player of the match#,2,24
# new wave movement #,2,24
#   kuravukal nallathanu,2,24
# snehikkam sweekarikkam,2,24
# let the justice attains the victory #,2,24
#bhrandhan chindhakal,2,24
#i support gender neutrality #,2,24
# let humanity survives #,2,24
#happy photography day 2022#,2,24
trafficrules,2,27
soldier died during evacuation,2,20
the beauty of the nature,2,19
vexillology is the study of the history,2,22
symbolism and usage of flags or,2,22
by extension,2,22
any interest in flags in general.,2,22
so tea lovers,2,22
tea involves reading/learning,2,22
reviewing,2,22
collecting,2,22
and appreciating subtle differences in scent/flavour. do any of your other ...,2,22
coffee house (also known as café) is an aesthetic that relates to the qualities of a café.,2,22
champus life,2,20
walk with nature,2,23
keychain,5,19.6
ben 10,2,23
chocolate lover,2,22
the peacock tail feathers are some of the longest and most brilliantly coloured feathers in nature.,2,21
buddies,2,29
autophile,2,19
coffe,2,23
life is not about having and getting. it's about being and becoming,2,18
blurred,2,19
blurred nature,2,19
blurred green background,2,19
better,2,20
#sheslays,2,19
watching tv,2,53
bouquet,3,20
light and shade,2,21
classroom goof ups,4,20.5
kesari,2,21
all i need is coffee and my plants,2,17
rain~,2,18
college masti,2,19
traveling time,2,44
brother,2,19
adopt the peace of nature,2,22
her secret is patience,2,22
support test,4,12
#educationsystem,2,20.5
#skilldevelopment,1,19
#perspective,3,22.3
....,2,12
hand writing,2,23
love this,2,16
food news,22,22
ratatoullie,2,22
independence day food,2,22
mumbaj,2,22
restaurant raid,2,22
food health,20,20.2
food blog,6,22
wacky food,2,22
food review,4,22
international cat day,2,22
adopt dont shop,2,22
indian street food,2,22
cookie,2,22
zomato pro,2,22
fried rice,1,22
souo,2,22
comfort food,4,21.5
homemade cheese,1,22
qmin,2,22
crochet,1,22
babka,1,22
chocolate bread,1,22
laundry,1,22
food festival,2,22
novotel,2,22
sick,2,22
dumplings,1,22
potstickers,1,22
chinese cuisine,1,22
chinese food,4,20
india independence day,2,22
pvr,2,22
multiplexes,2,22
easy recipes,2,22
overnight oats,2,22
intercity,2,22
food delivery,2,22
meat alternative,1,22
pune food spots,2,22
oranges,1,22
abcc,2,21
#classroom,3,18.7
more power to collaboration,2,21
abs,2,19
apple iphone,2,20
r chain,2,15
ajay,2,16
flame,2,18
bedsheet,2,18
jes,2,19
enola holmes,2,22
revisiting,2,22
old movie,2,22
mother india,4,22
sky sea world,2,22
scooty,4,24.5
bbbb,2,18
jvuc,2,25
water fall,2,22
#msu,20,22
#collegedairies,2,22
#janmashtami,2,22
#hosteldairies,2,22
#dailypost,10,22
#followme,2,22
#contemporary,2,22
#collegeblog,18,21.6
#languagestudy,3,21.3
#msubaroda,2,22
#vadodara,12,22
#mystory,6,22
collegeblog,5,22
#picxstory,2,22
#mycollege,2,22
#leukemia,1,22
#harvard,1,22
#popular,1,22
#fashion #entertainment #hollywood,7,20.6
#trialroomselfies,2,22
#sketch,3,20.7
#pixstoryvibe,1,22
#darlings,7,17.4
#everydaystory,2,22
#vangogh,1,22
#scotland,1,22
#artgallary,1,22
dailyupdate,4,22
myart,3,22
#onlineeducation,1,22
#eclasses,1,22
#googleclassroom,1,22
#university,2,22
crafting stories,1,22
campusdairies,1,22
#arthistory,2,22
#stylist,2,22
#msustudents,2,22
fashion brand,2,22
#cholebhature,1,22
haldiceremony,3,22
mypost,2,22
#blogpost,1,22
#campusdairies,9,20.7
#artoncampus,2,22
#glaciernationalpark,1,22
#glacier,1,22
#usa,1,22
#birthdayvibes,12,15
artpage,1,22
masssyuy,1,20
vera lebelll,1,20
to box,1,26
traditional and modern,1,43
#dhoni,1,20
#leomessiforlife,2,21
boi.as sports 123 enthusiast,1,22
maan karate,1,25
jaden smith,1,25
gitam university,1,20
yellowcard,1,21
commonwealthgames,25,23.1
women'shockey,2,19
indianwomenshockey,2,20.5
indianhockey,3,19
menshockey,1,19
manindersingh,1,19
hockey l,1,19
indianmenshockey,1,19
asiacup,7,23
add,1,12
party-hopping,1,58
parents love,1,25
the sky,1,15
yellow army,1,29
chinnathalaforever,1,29
it's a good sport,1,18
the clouds - the only birds never sleep,1,20
all frozen  item,1,23
philliphughes,2,22
kapildev,2,22
sheffieldshieldgame,2,22
hardikpandya,2,22
gujrattitans.,2,22
indianborncricketers,2,22
usacricketteam,6,22
youngsters,6,22
jasdeepsingh,2,22
indiancricketers,4,22
timilpatel,2,22
saurabhnetravalker,2,22
monankpatel,2,22
sachintendulkar,3,22.3
arjuntendulkar,2,22
odiworldcups,2,22
sauravganguly,2,22
asiancricketcouncil,2,22
yuzuvendrachahal,2,22
jaspritbumrah,2,22
murlitharan,2,22
rossemerson,2,22
sindhusriharsha,2,22
indianpremierleague,2,22
rajasthanroyals,2,22
ajitchandila,2,22
southafrica,1,22
allrounder,1,22
womensteam,2,22
womencricketteam,1,22
cricketground,1,22
edgbaston cricket ground,1,22
richagosh,2,22
poonamyadav,2,22
#women'scricket,1,22
#birmingham,1,22
#souravganguly,1,22
#worldchampions,1,22
indianwomencricket,1,22
pakistanwomencricket,1,22
indvspak,2,22.5
lyricist,1,24
shoot for the moon - even if you miss it,1,19
you will land among the stars. ...,1,19
mehangai,1,26
priyanka vadra,1,26
muslim,1,26
nota,1,26
indiavswales,1,22
pvsindhu,4,22
top5,2,22
rioolympics,2,22
universityofbirmingham,2,22
worldchampionship,1,22
muradali,1,22
lakshaysen,1,22
indvpak,1,22
lovlinaborgohain,1,22
boxingfederationofindia,1,22
indianboxing,1,22
computergames,4,27
mobilegames,4,27
rocketleague,2,27
dota2,2,27
e sports,2,27
governmentofindia,2,27
ageofempires2,2,27
ageofkings,2,27
rtsgame,2,27
harrymaguire,2,29.5
pawankumarsherawat,4,17
pardeepnarwal,2,17
kabaddileague,2,17
"kabaddi
league",2,17
prokabaddileague,14,23.9
ashumalik,2,17
nyp,2,17
pkl,12,23.8
auction2022,2,17
fbm,2,17
#borjamayoral,2,19
#losblancos,2,19
matchreport,13,24.4
nyredbulls,2,19
#shaniwarwada,2,20
#pune,9,20
#tricolour,4,20
#weekendtrip,4,20
#collegetrip,2,20
#lonavala,2,20
#moutains,2,20
#word,2,20
#sketching,4,20
#fort,2,20
#punetravel,3,20
#maratha,2,20
#shivajichatrapatimaharaj,2,20
#pottery,2,20
#handicrafts,2,20
#funfair,2,20
#handmade,3,20
#artsy,7,20
#pune dairies,3,20
#nikitagill,2,20
#flames,2,20
#lights,4,19
flashmob,2,20
75thindepencedaycelebration,2,20
#tiranga,2,20
#krishna,3,20
#janmashtmi,2,20
#kavita,2,20
#hindipoem,2,20
#study tips,1,20
#pune university,1,20
#offline exams,1,20
#vanilla cake,1,20
#baking,1,20
#canvaspainting,1,20
#digitalpainting,1,20
#decorations,1,20
#bucketlist,1,20
#language,1,20
#modak,1,20
#indiansweets,1,20
#festive food,2,16
#bouquet,1,20
#gerbera,1,20
#peony,1,20
#daisy,1,20
#anime food,1,20
#animation,2,20
#photograph,2,20
#captions,1,20
#wordoftheday,1,20
#japnese,1,20
#texture,1,20
#rocks,1,20
#design,4,19.5
#punerimisal,1,20
#sweet,2,20
#waffle,1,20
#brownie,1,20
#ebook,1,20
#degree,1,20
#mandalaart,1,20
#clay,1,20
#claymodel,1,20
#stop motion animation,1,20
#paper cutout,1,20
#varun dhawan,3,14.7
#kiara advani,7,13.1
##college diaries,1,20
#photooftheday,4,19.5
#nightvibes,3,18.7
#lake,1,20
#moonlight,3,21.3
#nightsky,1,20
#nightview,1,20
#creative,1,20
#booklover,1,20
#paperquilling,1,20
#lordganesha,1,20
#campus tour,1,20
#drawing,2,20
#working the weekend,1,20
#natur#love#serenity#,1,20
#gifs,1,20
#cityscape,1,20
#hills,1,20
#songs,5,13.6
#lofi,1,20
#relaxingmusic,1,20
#clay modelling,1,20
#chimmy,1,20
#bt21,1,20
#decor,1,20
#leo,1,20
#homemade,1,20
#logo,1,20
#clickoftheday,2,16
politically correct,2,38
golaghat,1,42
toxic teachers,2,19
honour killing,1,19
careerwoman,1,19
trek,47,21.3
guest list,2,21
sensational post,2,21
surgeon,2,21
ias,2,21
landslides,3,21
kashmir and weather,1,21
kashmiriyat,1,21
kickboxing,2,21
sports and football,1,21
flashfloods,1,21
restoration,1,21
export,1,21
mythological,2,21
meadow,3,21
gulmarg,2,21
caves,4,20
mosque,10,21
mosque 🕌,10,21
shrine,5,21
mountain pass,5,21
sonmarg,2,21
historic,2,21
dachigam,1,21
surreal,2,21
tomb,1,21
holy,1,21
roadtrips,5,18.6
ruins,1,21
boards,1,21
villages,1,21
lingardinho,1,21
answer,1,19
technique,1,19
introduce,1,19
jennie (blackpink),2,23
lisa (blackpink),4,23
rose (blackpink),2,23
blackpink lisa,3,23
pink venom,5,23
yg,3,23
computer-generated data,2,23
most synchronized boy groups,2,23
k-pop magic,6,23
mtv vmas 2022,2,23
edam entertainment,1,23
yuehua entertainment.,1,23
feminist anthems,1,23
hanteo history,1,23
maxident,1,23
cravity,1,23
party rock,1,23
kamp,1,23
hbo series,1,23
5 recent,1,23
busan,3,28.3
japan reality show,1,23
chuseok holiday greetings,1,23
asian academy creative awards,1,23
"""yours""",1,23
born pink,2,23
jeong jong ji,1,23
produce 101 season 2,1,23
tragic news,1,23
rain song,1,23
vogue korea,2,23
fan n star choice artist,1,23
fan n star choice individual category,1,23
pricey tickets,1,23
saitama super arena,1,23
the fact music awards!,1,23
mandatory military service,2,23
park bo kyung,1,23
raspy voices,1,23
unique voice,1,23
meaningful donation,1,23
korean cultural heritage foundation,1,23
txt’s beomgyu,1,23
remarkably k-pop fan,1,23
nam taehyun,1,23
paved the way for k-pop,1,23
2pm,1,23
wonder girl,1,23
girl generation,1,23
psy,1,23
2ne1,1,23
most handsome actor,1,23
august 2022,1,23
october,1,23
park jimin,1,23
baby mochiii,1,23
chimchim,1,23
jiminie,1,23
bys jungkook,1,23
sold out king,1,23
banned broadcasting,1,23
saeng-il chughahae,1,23
jeong-gug,1,23
blackpink jennie,1,23
lee chae yeon’s,1,23
wm entertainment,1,23
shinee’s key’s,1,23
rap monster,1,23
kids choice awards mexico,1,23
won 4 awards,1,23
protect,1,23
boy band bts,1,23
upcoming concert,1,23
born pink era,1,23
street woman fighter,1,23
honey j,1,23
lee chaeyeon,1,23
shinee key‘s,1,23
twitter trends,1,23
#his hair,1,23
sign language,1,23
solo album,2,23
the astronaut,1,23
big hit,2,23
taeyang's,1,23
k-pop update,2,23
world wide handsome,2,23
webtoon character,1,23
come to life,1,23
vernon,1,23
mature response,1,23
american radio station sirius xm,1,23
daesang award,1,23
tma,1,23
vma win,1,23
bangtan bomb,1,23
hyundai ver.,1,23
gangwon-do,1,23
office of education,1,23
kipo,1,23
pnation,1,23
american top 40 radio charts,1,23
golden maknae,1,23
hilariously showcases,1,23
borahae,1,23
lalalees,1,23
millitary services,1,23
vice defense minister,1,23
end of 2022,1,23
ktown4u history,1,23
best selling magazine,1,23
chanyeol,1,23
map of the soul,1,23
american magazine published,1,23
show champion,1,23
1st win,1,23
seventeen leader,1,23
scoups,1,23
new tattoo,1,23
28 reason,1,23
seulgi,1,23
mikrokosmos,1,23
134340,1,23
50th anniversary of apollo 11,1,23
nam tae-hyun,1,23
seo min-jae,1,23
grammy's 2023,1,23
left and right,1,23
my universe,1,23
broke record,1,23
shut down,1,23
sm entertainment,1,23
changmin,1,23
tvxq,1,23
welcome baby boy,5,23.8
favorite cologne,1,23
national son in law,1,23
richest k-pop group,1,23
changing life story,1,23
upcoming album,1,23
k-pop king,1,23
100 million streaming,1,23
100 songs,1,23
k-pop diva,1,23
seoul olympic stadium,1,23
14th anniversary,1,23
the golden hour,1,23
lal qila,1,20
to be a high professional manner,1,19
to be a knowledgeable person,1,19
cinema technology,1,20
avatar re-release,1,20
james cameron,2,21.5
godard,1,20
ripgodard,1,20
ford coppola,1,20
mammootty,1,20
mammukka,1,20
happybirthdaymammukka,1,20
mollywood,1,20
mammootty71,1,20
cinemablog,1,20
virndavan,1,24
famous brother and sister duos,2,23
maggie and jake gyllenhaal,2,23
shirley maclaine and warren beatty,2,23
jussie and jurnee smollett,2,23
julianne and derek hough,2,23
good by to hollywood,2,23
ariel winter,2,23
mindy kaling,2,23
reese witherspoon's,2,23
deacon phillippe,2,23
hollywood inspired,2,23
hollywood actress,2,23
legally dead,2,23
hollywood mourns a star,2,23
famous homes,2,23
hollywood homes,2,23
video streaming,23,23.9
dominates streaming platforms,2,23
bullet train premiere,2,23
tom hanks,2,23
hollywood star,3,23
netizens,2,23
rave reactions,2,23
brad pitt's,4,23.5
iconic friendship,2,23
most dynamic duo,2,23
box office billions,2,23
chris pratt’s,2,23
sets 2024,2,23
etimes,2,23
death on the nile,2,23
ali fazal,4,21.5
summer beauty,2,23
hollywood memes,1,23
arijit singh,2,27.5
top follower artist,1,23
hollywood updates,12,23
hollywood trending,2,23
sexy nukim,1,23
wu,1,23
hollywood report,1,23
hollywood’s elite,1,23
stuns in sequin dress,1,23
30th birthday,1,23
pushpa,1,23
black actor,1,23
hollywood black actor,1,23
thuso mbedu,1,23
viola davis,1,23
blacklisted actress,1,23
marsha hunt,1,23
the rise of gru's,1,23
festive flair,1,23
hollywood fitness,1,23
highest paid actors,1,23
james gunn,1,23
jennifer holland,1,23
guardians of the galaxy,1,23
harvey weinstein,1,23
respect to the brave,1,23
 defiant,1,23
 fearless women of iran,1,23
johnson,1,23
jhonny depp,1,23
2022 vmas,1,23
top girl and guy beauty,1,23
comedy movie,1,23
ss rajamouli's,1,23
lollapalooza,1,23
iconic music festival,1,23
global artists.,1,23
barbarian,1,23
hollywood diva,1,23
hollywood crush,1,23
wife elsa pataky's,1,23
birthday wishes,1,23
thor: love and thunder,1,23
chris pratt's,1,23
jack's,1,23
stealing spotlight,1,23
camila morrone,1,23
indian origin actors,1,23
big in h'wood,1,23
chelsea handler and jo koy,1,23
racial stereotypes,1,23
christopher nolan's,1,23
upcoming film debuts,1,23
first look,1,23
hollywood debut,3,23.3
pnb rock,1,23
hollywood icon,1,23
chemotherapy for cancer,1,23
hollywood films,1,23
happy birthday wishes,1,23
romantic birthday tribute,1,23
season 5,1,23
abc’s superhit medical drama,1,23
the summer i turned pretty begins,1,23
bts image,1,23
heart-wrenching season,1,23
korean actors and actresses,1,23
most infectious smile,1,23
smile face,1,23
historic hollywood cemetery,1,23
beach selfie,1,23
summer getaway,1,23
natural fresh-faced beauty,1,23
august watching list,2,24
top 4 title,2,24
july release,2,24
darling,2,24
delhi high court,2,24
halts ott release,2,24
patriotic moves,2,24
bullet train movie,2,24
ott release,4,24
august,2,24
most viewed korean movies,2,24
e&m growth,2,24
new movies,1,24
ott platform,9,24
ek villain,1,24
korean series remake,1,24
new hit stock,1,24
k-drama maker stock,1,24
vikrant rona,2,24
seals,1,24
bramhastra,1,24
india movie,1,24
ttollywood,1,24
ott update,1,24
hollywood website,1,24
amit majithia,1,24
new opportunities,1,24
refugee drama,1,24
the swimmers,1,24
weekend watches,1,24
titles arriving on ott,1,24
upcoming webseries,1,24
indian webseries,1,24
2023,1,24
happy weekend,1,24
full entertainment,1,24
ott video service,1,24
ott users,1,24
ott services,2,24
reliance industries,1,24
viacom18,1,24
online video,1,24
goggle,1,24
len markidan’s,1,24
stars overnight,3,21.3
indian actors,1,24
indian actress,1,24
ott actors,1,24
september new release,1,24
grendel,1,24
comic adaptation,1,24
tamil superstar,1,24
vijay’s varasudu,1,24
new ad support,1,24
voot select originals,3,21.3
kung fu panda: the dragon knight',1,24
film release,1,24
mvas/apps,1,24
streaming tv,1,24
gartner,1,24
biker couple,1,21
#concacafw,1,28
pixtory,6,20
period cravings,1,20
food balance,1,20
feminine hygiene,4,20
mask free,1,20
good health,1,20
open mic,4,20
ywp,4,20
period blood,1,20
healthy women,3,20
paas it along,1,20
international girl child day,1,20
fruit of heaven,1,20
collagen,2,20
bodyhealth,2,20
relationship anxiety,1,20
hormonal imbalance,1,20
sour food,1,20
period cramps,1,20
princess of wales,1,20
r.i.p,1,20
women mental health,1,20
uti,1,20
shinmer,1,20
resins,1,20
brain fog,1,20
pcod,5,20.4
womenhealth,3,20
healthy nails,1,20
kiwis,1,20
sucide,1,20
vaishali thakkar,1,20
self talking,1,20
food guilt,1,20
anxiety tricks,1,20
body health,1,20
seeds,1,20
vulva,1,20
vagina,1,20
foxnuts,1,20
fibroids,1,20
intimate wash,1,20
eyesight,1,20
specs,1,20
curd,1,20
yogurt,1,20
shame,1,20
strongwomen,1,20
womenmentalhealth,1,20
be a boss,1,20
short meals,1,20
diagnose,1,20
pcos test,1,20
sti,1,20
banana,2,21.5
brown,3,14.7
say it loud!,1,20
vagina health,1,20
black tea,1,20
im,1,18
open scenery,1,30
zwingg,1,19
churchill brothers,6,32.3
fc goa,6,31
dsya,2,31
subroto mukherjee,6,31.3
canacona,2,31
raia,2,31
goa football association,2,31
rain run,2,31
rotary club,2,31
cycle rally,2,31
state,2,31
police cup,2,31
state game,2,31
yonex,10,31.8
u-17,4,21.5
maymol rocky,2,31
sub junior,1,32
rfc,2,32
offroading,2,32
subroto,1,32
rosary high school bambolim,1,32
all india badminton,1,32
gfdc,2,32
brahmanand shankwalkar,1,32
brahmanand,1,32
derryl dsouza,2,32
aquatic,2,26
national championship,1,32
sanjana prabhugaonkar,1,32
bicholim,1,32
mrs india,1,32
beauty pagent,1,32
rina jain,1,32
mrs world,1,32
runners up,1,32
kurash,1,32
fvrt,1,25
bansivala,1,61
hdbd,1,21
divine,1,21
vzhz,1,15
nsna,1,12
jwj,1,12
caregivers,1,53
servants,1,53
meals,1,53
#waterfall,1,19
sukoon,2,16
#journeytoflife,1,21
#feelingrelax,1,20
evining vibes,1,22
baby boy,5,19.6
bollywood celebrities,6,20
flag hosting,6,20
patriotic,4,19
taapsee pannu,4,21.5
karan kundra,2,20
disha parmar,2,20
nakul mehta,2,20
tejasswi prakash,5,20
perfect sunday,2,20
ganesh utsav,4,20
arjun bijlani,2,20
riteish deshmukh,2,20
colors tv,2,20
amrit mahotsav,2,20
mood of the nation poll 2022,2,20
tkss,3,20
the kapil sharma show,5,19.8
heart attacks,3,19.7
nepotism,2,20
struggle for equality,2,20
bhabhi ji ghar par hai,2,20
saumya tandon,2,20
deepesh bhan,2,20
initiative,9,28.3
conman,2,20
sukesh chandrashekhar,2,20
bollywood actor,2,20
pregnancy news,2,20
best actor of the year,2,20
indian film festival melbourne,2,20
hair product,2,20
anomaly hair care,2,20
the great wedding of munnes,2,20
gauri khan,2,20
sharukh khan,2,20
being salman khan,2,20
must watch films,2,20
kareena kapoor khan,6,20
movie release,2,20
shehbaaz gill,2,20
shehnaaz gill,5,20
song launch,2,20
brother sister,2,20
bigg boss,9,20.4
sidnaaz,2,20
rajjo,2,20
uttrakhand flood,2,20
new show,2,20
celeb controversy,2,20
celeb wedding,2,20
arjun kanungo,2,20
carla dennis,2,20
nawab of bollywood,2,20
saif's birthday,2,20
ayan mukherji,3,20
celebrity world,1,20
anupama,1,20
sonali phogat,3,21.3
charu asopa,1,20
rajeev sen,1,20
anurag basu,1,20
anushka sharma,1,20
alibaugh,1,20
farmhouse,1,20
organic material,1,21
 entertainment,1,20
national read a book day,1,20
palak tiwari,1,20
shweta tiwari,1,20
richa chadha,1,20
dl maya,1,20
miss england,2,19.5
sona,1,20
anand ahuja,1,20
sonam kapoor,4,19.5
aparshakti khurana,1,20
kushali kumari,1,20
darshan kumar,1,20
kookie gulati,1,20
rubina dilaik,2,20
jhalak dikhhlajaa,2,20
abdul gaffar nadiadwala,1,20
varun sharma,1,20
shahbaz gill,1,20
bollywood industry,1,20
sawan kumar,1,20
anant ambani,1,20
films day,1,20
#me #you #myself #intro #aboutyou,1,21
brahmastra promotions,5,18.2
shankar mahadevan,1,20
hariharan,1,20
sapna chaudhary,1,20
performer,1,20
nawazuddin siddiqui,3,21
3rd richest man,1,20
adani group,1,20
lifestyle diseases,1,20
ponniyin salvan,1,20
gauhar khan,1,20
occasion,1,20
lalbaugh,1,20
raj kundra,2,20
ht city,1,20
30 under 30 awards,1,20
university of london,1,20
milind soman,1,20
yoga and ayurveda,1,20
yug devgan,1,20
laal baughch raja,1,20
teaser launch,2,21
vikram vedha,1,20
sock challenge,1,20
tejran,1,20
aditya dhar,1,20
naina devi temple,1,20
quick skills,1,21
noida sector 93a,1,20
twin tower,1,20
demolished,1,20
pakistan flood,1,20
king khan,1,20
sharukh,1,20
don,1,20
derogatory comments,1,20
luxury cars,1,20
cyrus mistry,1,20
good read,1,21
book worms,1,21
new bike,1,20
viaan kundra,1,20
shilpa shetty kundra,1,20
insult,1,21
bully,1,21
bharti singh,1,20
saregamapa,1,20
kunal rawal,1,20
arpita mehta,1,20
bollywood weddings,1,20
chicago south asian film festival,1,20
gray,1,20
dia mirza,1,20
mira rajput,1,20
misha's birthday,1,20
kgf,1,20
harish rai,1,20
throat cancer,1,20
bhaijaan,1,20
kisi ka bhai kisi ki jaan,1,20
malaika arora,2,20
arbaz khan,1,20
avneet kaur,1,20
most followed,1,20
save nature,1,21
stop using plastic,1,21
save animals,1,21
apology,3,20.7
anupamaa,1,20
kartik aryan,2,20
paan masala,1,20
srishty rode,1,20
"""the beautiful game"" - football",1,42
sports of goa,23,20
panjim,2,20
alino colaco,12,20
moira pirazona,1,20
start concentrating on commentary you'll feel cricket more interesting with commentary. actually you,1,19
funtime,1,26
nehru family,3,42
allahabad,1,42
motilal nehru,2,42
national movement,1,42
independence movement,2,42
anand bhawan,3,42
anand bhavan,1,42
shobana,1,42
actress shobana,1,42
dancer shobana,1,42
dance-drama,1,42
national movements,3,42
indira gandhi,1,42
mallikarjun kharge,4,37.2
sanju,3,42
tdca,2,42
lovers cricket club,3,42
trivandrum cricket association,3,42
samson,1,42
congress president election,1,42
aicc president election,2,42
crony capitalism,1,42
majoritarian,1,42
rahul gandhi is india's opposition,1,42
kerala cricket,1,42
kerala classical dance,1,42
kalamandalam hyderali,1,42
kathakali song,1,42
non-hindu artiste,1,42
pind daan,1,42
vavu,1,42
karkkidaka vavu,1,42
ancestors,1,42
all souls day,1,42
forefathers,1,42
bali,3,28
aicc president,1,42
hill's station,2,18
warming planet,1,54
sky love,1,15
cloudy,3,20.3
hard work,2,20.5
smartbusiness,1,22
night walk,1,18
pink color,1,14
dusk,1,14
selenophile,4,21.5
jeepride,1,52
homegarden,1,20
sportlove,1,18
green world,1,22
tech news daily,77,22
daily tech news,77,22
layoffs,2,22
jee,2,22
cuet,2,22
payment,2,22
wipro,2,22
vlc,2,22
vlc media player,2,22
best laptop,2,22
cryprocurrency,2,22
alibaba,2,22
nhs,2,22
post malone,1,22
sports 🏀,1,20
villagelife,4,38.2
money management,1,49
tips to make money,1,49
new malayalam movie release,1,49
kotthu,1,49
kothu,1,49
asif ali,1,49
roshan mathew,1,49
siby malayil,1,49
director ranjith,1,49
mediamathamgi,1,49
young minds,2,29
village activities,1,29
mbbs,2,20
bds,1,18
buddingdoctors,2,26
wall art,4,21.5
milap'22,1,24
bakebook,2,20
moonsoonfood,6,22
chaipakode,2,20
2020 batch,2,20
iskon,2,20
chichhore,2,20
intercollegiate,2,21.5
paws,2,20
dg,2,20
nightlife,2,20
fam,2,20
milap2k22,1,20
community wellbeing,2,35
national sports,2,35
indian player,2,35
oil india,2,35
shillong lajong,2,35
star player,2,35
professional,1,35
sixseasonsandamovie,3,22
paramount studios,2,22
umbrella academy,2,22
tua,2,22
the umbrella academy,2,22
mcr,2,22
my chemical romance,2,22
addams family,2,22
flag hoisting,2,22
new movie alert,2,22
britney spears under conservatorship,2,22
music news,2,22
six seasons and a movie,1,22
daily entertainment news,1,22
balwinder safri,1,22
cold brew,1,20
north campus,1,20
sweet momories,1,20
deliciously,1,20
artlover,2,23
lovetotravel,2,23
lordofdance,2,25
amit panghal,2,20
jeremy lalrinnunga,2,20
bajrang punia,2,20
manpreet singh,1,20
gururaja poojary,1,20
mirabai chanu,1,20
sanket mahadev,1,20
hema das,1,20
#teamwork,4,20
artandcraft,2,20
#musicalbum,2,20
newdelhi,2,19
mothers sacrifices,2,23
kashmiri crafts,19,23
kashmiri culture,9,23
wicker willow,2,23
kashmir university,2,23
naseem bagh,2,23
pashmina,2,23
copper utensil,2,23
tasht neer,2,23
kashmiri traditions,2,23
embroidery,2,23
copper craft,4,23
battle with machine,2,23
mother-child bond,2,23
wood carving,2,23
khatamband,2,23
carpets,2,23
houseboats,2,23
shikaras,2,23
earthen pots,2,23
tilla dozi,2,23
korean heart,2,23
tram,2,23
sar-posh,2,23
kashmiri carfts,2,23
paper mache,2,23
shawls,2,23
kashmiri shawls,2,23
shahtoosh shawl,3,23
finest fabric,2,23
ring shawl,1,23
soft and warm,1,23
kangri,1,23
kanger,1,23
kashmiri chai,1,23
pink tea,1,23
jandk,1,23
silent village,1,23
award wining photography,1,23
international awards,1,23
wazwaan,1,23
kebabs,3,21.3
sweet snack,1,23
kashmiri sweet snack,1,23
kashmiri french fries,1,23
tujji,1,23
street food of kashmir,2,23
kashmiri street food,1,23
kashmiri wrap,1,23
kashmiri,1,23
frozen dish,1,23
kashmiri craft,1,23
shahtoosh,1,23
ban on shahtoosh,1,23
women equality day,3,23
floating market,1,23
customs,1,23
kashmiri walnut,1,23
organic walnut,1,23
tan,1,23
sunscsreen,1,23
choclate,1,20
#greatnotgrateful,1,25
play-offs,1,18
equality summit,1,19
miniature,1,21
"photo shot on 1+
image is of cst . azad maidan
mmmmmmmmmmmmmmhggyujjnbbbhvvb",1,19
explore good place,1,45
nautre,1,17
work out,1,54
team spirit,1,30
daisy,3,20.3
metro ride,2,20
enthusiast,1,47
playing valorant,1,20
food food,1,12
egyptian museum,1,29
#chole bature,1,51
hotwater,1,20
ab,3,20
write,1,19
narendramodi,2,23
dr. starnge,2,23
nukkad natak,2,23
streetplay,2,23
independenceday,6,25
oreo shake,2,23
#milap #santosh,2,19
#friendship2022,2,22
funday,2,22
#santosh deemed to be university,2,22
#mialp,2,22
deemed to be university,2,20
gogirl,2,23
favouritefestival,2,23
ethniclook,2,26
stressfreelife,2,26
parrot,2,22
masti,4,18.5
snapstreaks,2,12
